Gene,Metabolite,Correlation
Dapma7bEVm000253,203_0281616,-0.553361544
Dapma7bEVm000254,203_0281616,-0.540921889
Dapma7bEVm000320,203_0281616,-0.556815331
Dapma7bEVm000390,203_0281616,-0.505543853
Dapma7bEVm000393,203_0281616,-0.501747234
Dapma7bEVm000405,203_0281616,-0.514817383
Dapma7bEVm000432,203_0281616,-0.597373151
Dapma7bEVm000463,203_0281616,-0.531286
Dapma7bEVm000003,204_0250246,-0.508798725
Dapma7bEVm000112,204_0250246,-0.545155322
Dapma7bEVm000188,204_0250246,-0.507568612
Dapma7bEVm000243,204_0250246,-0.564559578
Dapma7bEVm000246,204_0250246,-0.543125184
Dapma7bEVm000250,204_0250246,-0.51750441
Dapma7bEVm000253,204_0250246,-0.519876198
Dapma7bEVm000254,204_0250246,-0.513737305
Dapma7bEVm000320,204_0250246,-0.516203549
Dapma7bEVm000432,204_0250246,-0.55861468
Dapma7bEVm000046,210_0245447,-0.539054337
Dapma7bEVm000112,210_0245447,-0.562512587
Dapma7bEVm000201,210_0245447,-0.519338994
Dapma7bEVm000243,210_0245447,-0.599361987
Dapma7bEVm000246,210_0245447,-0.567122173
Dapma7bEVm000250,210_0245447,-0.544826345
Dapma7bEVm000253,210_0245447,-0.565645341
Dapma7bEVm000254,210_0245447,-0.565602723
Dapma7bEVm000258,210_0245447,0.514790627
Dapma7bEVm000320,210_0245447,-0.534755078
Dapma7bEVm000405,210_0245447,-0.542104319
Dapma7bEVm000432,210_0245447,-0.573381244
Dapma7bEVm000463,210_0245447,-0.530718388
Dapma7bEVm000046,228_0363422,-0.547957191
Dapma7bEVm000112,228_0363422,-0.543084445
Dapma7bEVm000188,228_0363422,-0.501087867
Dapma7bEVm000195,228_0363422,-0.503240189
Dapma7bEVm000201,228_0363422,-0.519884117
Dapma7bEVm000243,228_0363422,-0.602472154
Dapma7bEVm000246,228_0363422,-0.561975533
Dapma7bEVm000250,228_0363422,-0.545203903
Dapma7bEVm000253,228_0363422,-0.561735432
Dapma7bEVm000254,228_0363422,-0.562882921
Dapma7bEVm000320,228_0363422,-0.5387496
Dapma7bEVm000405,228_0363422,-0.517320787
Dapma7bEVm000432,228_0363422,-0.56946705
Dapma7bEVm000463,228_0363422,-0.520193486
Dapma7bEVm000003,230_0520209,-0.514743491
Dapma7bEVm000046,230_0520209,-0.548726538
Dapma7bEVm000112,230_0520209,-0.540415184
Dapma7bEVm000243,230_0520209,-0.60937643
Dapma7bEVm000246,230_0520209,-0.560736179
Dapma7bEVm000250,230_0520209,-0.551434818
Dapma7bEVm000253,230_0520209,-0.565584568
Dapma7bEVm000254,230_0520209,-0.567174233
Dapma7bEVm000258,230_0520209,0.520123966
Dapma7bEVm000320,230_0520209,-0.540998432
Dapma7bEVm000405,230_0520209,-0.543122307
Dapma7bEVm000432,230_0520209,-0.585406039
Dapma7bEVm000463,230_0520209,-0.531666979
Dapma7bEVm000432,230_9528031,-0.511047125
Dapma7bEVm000046,236_0525828,-0.524563869
Dapma7bEVm000112,236_0525828,-0.581644345
Dapma7bEVm000188,236_0525828,-0.517751795
Dapma7bEVm000201,236_0525828,-0.511675939
Dapma7bEVm000243,236_0525828,-0.584609273
Dapma7bEVm000246,236_0525828,-0.582970077
Dapma7bEVm000250,236_0525828,-0.560909639
Dapma7bEVm000253,236_0525828,-0.573684697
Dapma7bEVm000254,236_0525828,-0.555668644
Dapma7bEVm000320,236_0525828,-0.554619905
Dapma7bEVm000390,236_0525828,-0.502432559
Dapma7bEVm000393,236_0525828,-0.501287139
Dapma7bEVm000405,236_0525828,-0.556819002
Dapma7bEVm000432,236_0525828,-0.574460533
Dapma7bEVm000463,236_0525828,-0.540492513
Dapma7bEVm000011,241_0305254,0.510250239
Dapma7bEVm000330,241_0305254,0.506583344
Dapma7bEVm000112,243_015558,-0.513927669
Dapma7bEVm000011,243_0276561,0.509830081
Dapma7bEVm000330,243_0276561,0.509635882
Dapma7bEVm000370,245_0852051,-0.522607141
Dapma7bEVm000127,248_0540115,0.543564029
Dapma7bEVm000171,248_0540115,0.565907435
Dapma7bEVm000112,251_0079249,-0.501194163
Dapma7bEVm000188,251_0079249,-0.502523764
Dapma7bEVm000243,251_0079249,-0.543200946
Dapma7bEVm000246,251_0079249,-0.501695501
Dapma7bEVm000112,256_0003787,-0.527199721
Dapma7bEVm000432,256_0003787,-0.522987521
Dapma7bEVm000002,258_0842264,-0.534631512
Dapma7bEVm000003,258_0842264,-0.54653881
Dapma7bEVm000007,258_0842264,-0.556958758
Dapma7bEVm000037,258_0842264,-0.547733581
Dapma7bEVm000046,258_0842264,-0.604394461
Dapma7bEVm000055,258_0842264,-0.550492301
Dapma7bEVm000066,258_0842264,-0.571705745
Dapma7bEVm000112,258_0842264,-0.595612783
Dapma7bEVm000147,258_0842264,-0.530950594
Dapma7bEVm000195,258_0842264,-0.536161817
Dapma7bEVm000201,258_0842264,-0.585922994
Dapma7bEVm000243,258_0842264,-0.67923738
Dapma7bEVm000246,258_0842264,-0.584672009
Dapma7bEVm000250,258_0842264,-0.59841925
Dapma7bEVm000253,258_0842264,-0.62015701
Dapma7bEVm000254,258_0842264,-0.641641235
Dapma7bEVm000258,258_0842264,0.537069993
Dapma7bEVm000320,258_0842264,-0.625945595
Dapma7bEVm000328,258_0842264,-0.540822016
Dapma7bEVm000381,258_0842264,-0.515823012
Dapma7bEVm000390,258_0842264,-0.585493779
Dapma7bEVm000405,258_0842264,-0.611592801
Dapma7bEVm000432,258_0842264,-0.63522117
Dapma7bEVm000438,258_0842264,-0.5004905
Dapma7bEVm000463,258_0842264,-0.629459657
Dapma7bEVm000046,260_9821741,-0.502427716
Dapma7bEVm000243,260_9821741,-0.558566664
Dapma7bEVm000250,260_9821741,-0.541849469
Dapma7bEVm000432,260_9821741,-0.553402542
Dapma7bEVm000195,262_9521745,-0.508030718
Dapma7bEVm000243,262_9521745,-0.505984583
Dapma7bEVm000171,270_0368693,0.524234253
Dapma7bEVm000002,272_0998631,-0.534677914
Dapma7bEVm000003,272_0998631,-0.53083013
Dapma7bEVm000007,272_0998631,-0.567832172
Dapma7bEVm000037,272_0998631,-0.53224399
Dapma7bEVm000046,272_0998631,-0.605136504
Dapma7bEVm000055,272_0998631,-0.532547318
Dapma7bEVm000066,272_0998631,-0.589393843
Dapma7bEVm000112,272_0998631,-0.595569891
Dapma7bEVm000147,272_0998631,-0.535112129
Dapma7bEVm000195,272_0998631,-0.550138827
Dapma7bEVm000201,272_0998631,-0.586449667
Dapma7bEVm000243,272_0998631,-0.694739077
Dapma7bEVm000246,272_0998631,-0.59805272
Dapma7bEVm000250,272_0998631,-0.612402165
Dapma7bEVm000253,272_0998631,-0.626297674
Dapma7bEVm000254,272_0998631,-0.651524215
Dapma7bEVm000258,272_0998631,0.529570389
Dapma7bEVm000320,272_0998631,-0.641212543
Dapma7bEVm000328,272_0998631,-0.540399749
Dapma7bEVm000381,272_0998631,-0.535142339
Dapma7bEVm000390,272_0998631,-0.594668051
Dapma7bEVm000405,272_0998631,-0.613052948
Dapma7bEVm000432,272_0998631,-0.642414366
Dapma7bEVm000463,272_0998631,-0.635174127
Dapma7bEVm000046,273_0389911,-0.564867835
Dapma7bEVm000066,273_0389911,-0.510044406
Dapma7bEVm000112,273_0389911,-0.532327149
Dapma7bEVm000188,273_0389911,-0.527248674
Dapma7bEVm000195,273_0389911,-0.581167803
Dapma7bEVm000243,273_0389911,-0.571134496
Dapma7bEVm000246,273_0389911,-0.539014477
Dapma7bEVm000250,273_0389911,-0.59011145
Dapma7bEVm000253,273_0389911,-0.589171978
Dapma7bEVm000254,273_0389911,-0.543003863
Dapma7bEVm000320,273_0389911,-0.557858925
Dapma7bEVm000393,273_0389911,-0.593565203
Dapma7bEVm000399,273_0389911,-0.518653421
Dapma7bEVm000432,273_0389911,-0.60721432
Dapma7bEVm000463,273_0389911,-0.546954706
Dapma7bEVm000011,277_1121521,0.523378451
Dapma7bEVm000063,277_1121521,0.502646977
Dapma7bEVm000115,277_1121521,-0.551016673
Dapma7bEVm000206,277_1121521,0.508682999
Dapma7bEVm000370,277_1121521,0.515436769
Dapma7bEVm000431,277_1121521,-0.522702053
Dapma7bEVm000467,277_1121521,0.514411168
Dapma7bEVm000011,278_1154715,0.509527336
Dapma7bEVm000063,278_1154715,0.501761426
Dapma7bEVm000115,278_1154715,-0.549776935
Dapma7bEVm000431,278_1154715,-0.516690483
Dapma7bEVm000467,278_1154715,0.514157273
Dapma7bEVm000011,279_1079753,0.509056938
Dapma7bEVm000115,279_1079753,-0.548519238
Dapma7bEVm000431,279_1079753,-0.523486761
Dapma7bEVm000467,279_1079753,0.519090138
Dapma7bEVm000370,281_1238426,0.527305256
Dapma7bEVm000127,284_0521787,0.535134769
Dapma7bEVm000171,284_0521787,0.548002598
Dapma7bEVm000467,285_0938169,0.507591312
Dapma7bEVm000112,286_0298948,-0.549265743
Dapma7bEVm000188,286_0298948,-0.523799329
Dapma7bEVm000243,286_0298948,-0.55986941
Dapma7bEVm000246,286_0298948,-0.549078864
Dapma7bEVm000250,286_0298948,-0.532145676
Dapma7bEVm000253,286_0298948,-0.514414255
Dapma7bEVm000320,286_0298948,-0.523034555
Dapma7bEVm000432,286_0298948,-0.552191379
Dapma7bEVm000112,298_0397508,-0.536404477
Dapma7bEVm000243,298_0397508,-0.555554666
Dapma7bEVm000246,298_0397508,-0.539499024
Dapma7bEVm000250,298_0397508,-0.507774304
Dapma7bEVm000253,298_0397508,-0.564230488
Dapma7bEVm000254,298_0397508,-0.539012859
Dapma7bEVm000258,298_0397508,0.521801229
Dapma7bEVm000320,298_0397508,-0.510084758
Dapma7bEVm000405,298_0397508,-0.550140052
Dapma7bEVm000432,298_0397508,-0.552198913
Dapma7bEVm000463,298_0397508,-0.517419398
Dapma7bEVm000011,300_1641329,0.53706393
Dapma7bEVm000012,300_1641329,0.50750715
Dapma7bEVm000016,300_1641329,0.53686546
Dapma7bEVm000063,300_1641329,0.518620081
Dapma7bEVm000126,300_1641329,0.508925674
Dapma7bEVm000198,300_1641329,0.531474795
Dapma7bEVm000306,300_1641329,0.53754641
Dapma7bEVm000330,300_1641329,0.566264088
Dapma7bEVm000335,300_1641329,0.524941297
Dapma7bEVm000361,300_1641329,0.550429642
Dapma7bEVm000366,300_1641329,0.565736393
Dapma7bEVm000370,300_1641329,0.52299469
Dapma7bEVm000429,300_1641329,0.510220921
Dapma7bEVm000243,300_9464292,-0.512535306
Dapma7bEVm000253,300_9464292,-0.516321092
Dapma7bEVm000003,301_0267766,-0.507154478
Dapma7bEVm000046,301_0267766,-0.523570834
Dapma7bEVm000055,301_0267766,-0.508061769
Dapma7bEVm000112,301_0267766,-0.585492056
Dapma7bEVm000188,301_0267766,-0.50913006
Dapma7bEVm000201,301_0267766,-0.523271763
Dapma7bEVm000243,301_0267766,-0.599455999
Dapma7bEVm000246,301_0267766,-0.547582747
Dapma7bEVm000250,301_0267766,-0.542335325
Dapma7bEVm000253,301_0267766,-0.587912098
Dapma7bEVm000254,301_0267766,-0.562640735
Dapma7bEVm000320,301_0267766,-0.58384379
Dapma7bEVm000381,301_0267766,-0.515315243
Dapma7bEVm000390,301_0267766,-0.53273057
Dapma7bEVm000405,301_0267766,-0.581955679
Dapma7bEVm000432,301_0267766,-0.583080494
Dapma7bEVm000463,301_0267766,-0.548735484
Dapma7bEVm000002,301_1100341,0.524818611
Dapma7bEVm000165,301_1100341,0.537721994
Dapma7bEVm000087,304_0342597,-0.501707164
Dapma7bEVm000112,310_0090783,-0.523164841
Dapma7bEVm000046,310_0397478,-0.512251385
Dapma7bEVm000112,310_0397478,-0.545978004
Dapma7bEVm000188,310_0397478,-0.513621944
Dapma7bEVm000201,310_0397478,-0.502613224
Dapma7bEVm000243,310_0397478,-0.571138093
Dapma7bEVm000246,310_0397478,-0.563085073
Dapma7bEVm000250,310_0397478,-0.52401939
Dapma7bEVm000253,310_0397478,-0.537446671
Dapma7bEVm000254,310_0397478,-0.52908342
Dapma7bEVm000320,310_0397478,-0.508943791
Dapma7bEVm000405,310_0397478,-0.505571466
Dapma7bEVm000432,310_0397478,-0.543467287
Dapma7bEVm000431,310_0605419,-0.501255204
Dapma7bEVm000467,310_0605419,0.55887597
Dapma7bEVm000011,311_0543119,0.506874952
Dapma7bEVm000370,311_0543119,0.531483626
Dapma7bEVm000467,311_0543119,0.567363582
Dapma7bEVm000015,312_0761245,-0.501449741
Dapma7bEVm000467,312_0761245,0.534487867
Dapma7bEVm000250,312_9561271,-0.500438204
Dapma7bEVm000432,312_9561271,-0.519666123
Dapma7bEVm000378,313_9743279,-0.526311084
Dapma7bEVm000046,315_0055837,-0.503090935
Dapma7bEVm000112,315_0055837,-0.550633839
Dapma7bEVm000243,315_0055837,-0.567792167
Dapma7bEVm000246,315_0055837,-0.528945004
Dapma7bEVm000250,315_0055837,-0.520482795
Dapma7bEVm000253,315_0055837,-0.524369556
Dapma7bEVm000254,315_0055837,-0.525182294
Dapma7bEVm000320,315_0055837,-0.539117589
Dapma7bEVm000405,315_0055837,-0.534296053
Dapma7bEVm000432,315_0055837,-0.572754681
Dapma7bEVm000463,315_0055837,-0.508934112
Dapma7bEVm000112,315_0419893,-0.526164486
Dapma7bEVm000243,315_0419893,-0.528037867
Dapma7bEVm000320,315_0419893,-0.50085193
Dapma7bEVm000007,315_1156794,-0.527437993
Dapma7bEVm000037,315_1156794,-0.548992209
Dapma7bEVm000046,315_1156794,-0.529773763
Dapma7bEVm000066,315_1156794,-0.51634323
Dapma7bEVm000112,315_1156794,-0.578821291
Dapma7bEVm000201,315_1156794,-0.561585507
Dapma7bEVm000243,315_1156794,-0.631988235
Dapma7bEVm000246,315_1156794,-0.588731328
Dapma7bEVm000250,315_1156794,-0.571538177
Dapma7bEVm000253,315_1156794,-0.597693048
Dapma7bEVm000254,315_1156794,-0.599741965
Dapma7bEVm000258,315_1156794,0.530974991
Dapma7bEVm000320,315_1156794,-0.599448719
Dapma7bEVm000381,315_1156794,-0.53203415
Dapma7bEVm000390,315_1156794,-0.535329621
Dapma7bEVm000405,315_1156794,-0.56213198
Dapma7bEVm000432,315_1156794,-0.582814765
Dapma7bEVm000463,315_1156794,-0.567601673
Dapma7bEVm000003,318_0557571,-0.507295806
Dapma7bEVm000046,318_0557571,-0.502405174
Dapma7bEVm000112,318_0557571,-0.583108951
Dapma7bEVm000188,318_0557571,-0.505984588
Dapma7bEVm000201,318_0557571,-0.501268682
Dapma7bEVm000243,318_0557571,-0.565846011
Dapma7bEVm000246,318_0557571,-0.577756833
Dapma7bEVm000250,318_0557571,-0.53991481
Dapma7bEVm000253,318_0557571,-0.5707853
Dapma7bEVm000254,318_0557571,-0.543387944
Dapma7bEVm000258,318_0557571,0.504399597
Dapma7bEVm000320,318_0557571,-0.546111717
Dapma7bEVm000405,318_0557571,-0.557591185
Dapma7bEVm000432,318_0557571,-0.552389194
Dapma7bEVm000463,318_0557571,-0.536487453
Dapma7bEVm000055,322_9241379,-0.507501739
Dapma7bEVm000243,322_9241379,-0.520581958
Dapma7bEVm000432,322_9241379,-0.52373524
Dapma7bEVm000055,327_0460572,0.517582656
Dapma7bEVm000003,329_0213144,-0.52084811
Dapma7bEVm000007,329_0213144,-0.510308128
Dapma7bEVm000046,329_0213144,-0.560131136
Dapma7bEVm000055,329_0213144,-0.502204381
Dapma7bEVm000112,329_0213144,-0.592087064
Dapma7bEVm000188,329_0213144,-0.545198352
Dapma7bEVm000195,329_0213144,-0.527216562
Dapma7bEVm000201,329_0213144,-0.543195741
Dapma7bEVm000243,329_0213144,-0.621721388
Dapma7bEVm000246,329_0213144,-0.579166031
Dapma7bEVm000250,329_0213144,-0.579411102
Dapma7bEVm000253,329_0213144,-0.58525328
Dapma7bEVm000254,329_0213144,-0.575476108
Dapma7bEVm000320,329_0213144,-0.580241225
Dapma7bEVm000381,329_0213144,-0.501686691
Dapma7bEVm000390,329_0213144,-0.531944052
Dapma7bEVm000393,329_0213144,-0.516086906
Dapma7bEVm000405,329_0213144,-0.564039117
Dapma7bEVm000432,329_0213144,-0.613605386
Dapma7bEVm000463,329_0213144,-0.553681211
Dapma7bEVm000127,330_0570431,0.522598756
Dapma7bEVm000171,330_0570431,0.554188037
Dapma7bEVm000432,330_9832809,-0.523094072
Dapma7bEVm000055,334_0623968,0.501369754
Dapma7bEVm000046,336_9397921,-0.503486142
Dapma7bEVm000055,336_9397921,-0.514384491
Dapma7bEVm000243,336_9397921,-0.519239533
Dapma7bEVm000378,336_9397921,-0.51342805
Dapma7bEVm000432,336_9397921,-0.521340944
Dapma7bEVm000112,340_9772586,-0.529748396
Dapma7bEVm000243,340_9772586,-0.529656378
Dapma7bEVm000243,342_9842593,-0.519071193
Dapma7bEVm000250,342_9842593,-0.527038639
Dapma7bEVm000432,342_9842593,-0.516388267
Dapma7bEVm000003,343_0369765,-0.525434152
Dapma7bEVm000007,343_0369765,-0.52299944
Dapma7bEVm000046,343_0369765,-0.579731927
Dapma7bEVm000055,343_0369765,-0.522795888
Dapma7bEVm000066,343_0369765,-0.507444703
Dapma7bEVm000112,343_0369765,-0.598940303
Dapma7bEVm000188,343_0369765,-0.544728924
Dapma7bEVm000195,343_0369765,-0.525081926
Dapma7bEVm000201,343_0369765,-0.5383607
Dapma7bEVm000243,343_0369765,-0.63735667
Dapma7bEVm000246,343_0369765,-0.583088193
Dapma7bEVm000250,343_0369765,-0.606626472
Dapma7bEVm000253,343_0369765,-0.593564116
Dapma7bEVm000254,343_0369765,-0.586064143
Dapma7bEVm000320,343_0369765,-0.589292623
Dapma7bEVm000381,343_0369765,-0.517979052
Dapma7bEVm000390,343_0369765,-0.536287938
Dapma7bEVm000393,343_0369765,-0.531624018
Dapma7bEVm000405,343_0369765,-0.56813356
Dapma7bEVm000432,343_0369765,-0.623821642
Dapma7bEVm000463,343_0369765,-0.562209748
Dapma7bEVm000171,344_0726688,0.500911195
Dapma7bEVm000432,344_9990072,-0.511658843
Dapma7bEVm000112,353_0199682,-0.523745739
Dapma7bEVm000188,353_0199682,-0.527705914
Dapma7bEVm000432,353_0199682,-0.509599882
Dapma7bEVm000243,354_1019095,-0.554045561
Dapma7bEVm000250,354_1019095,-0.505988711
Dapma7bEVm000320,354_1019095,-0.522344361
Dapma7bEVm000432,354_1019095,-0.503232395
Dapma7bEVm000463,354_1019095,-0.505586277
Dapma7bEVm000399,360_0713082,-0.511180921
Dapma7bEVm000389,363_0397165,0.507363698
Dapma7bEVm000112,368_0322747,-0.518463132
Dapma7bEVm000112,368_960866,-0.502121591
Dapma7bEVm000389,375_0897203,0.502614198
Dapma7bEVm000112,380_0423049,-0.517725165
Dapma7bEVm000243,380_0423049,-0.526495893
Dapma7bEVm000250,380_0423049,-0.501859826
Dapma7bEVm000253,380_0423049,-0.506975314
Dapma7bEVm000432,380_0423049,-0.526567717
Dapma7bEVm000055,382_9491381,-0.502569238
Dapma7bEVm000112,382_9491381,-0.511145516
Dapma7bEVm000243,382_9491381,-0.517104268
Dapma7bEVm000253,382_9491381,-0.531910298
Dapma7bEVm000432,382_9491381,-0.517241098
Dapma7bEVm000463,382_9491381,-0.500668102
Dapma7bEVm000112,383_1031398,-0.548232671
Dapma7bEVm000243,383_1031398,-0.532252494
Dapma7bEVm000250,383_1031398,-0.506553691
Dapma7bEVm000320,383_1031398,-0.525127275
Dapma7bEVm000432,383_1031398,-0.504149528
Dapma7bEVm000463,383_1031398,-0.50633605
Dapma7bEVm000112,392_0118514,-0.529837377
Dapma7bEVm000253,392_0118514,-0.50411311
Dapma7bEVm000405,392_0118514,-0.502302728
Dapma7bEVm000112,394_9953627,-0.545459986
Dapma7bEVm000243,394_9953627,-0.558598644
Dapma7bEVm000250,394_9953627,-0.521543322
Dapma7bEVm000253,394_9953627,-0.528977215
Dapma7bEVm000254,394_9953627,-0.520136734
Dapma7bEVm000320,394_9953627,-0.542589798
Dapma7bEVm000405,394_9953627,-0.538651065
Dapma7bEVm000432,394_9953627,-0.541721305
Dapma7bEVm000463,394_9953627,-0.509502926
Dapma7bEVm000007,397_1189827,-0.507442487
Dapma7bEVm000037,397_1189827,-0.517043027
Dapma7bEVm000046,397_1189827,-0.503047497
Dapma7bEVm000112,397_1189827,-0.56623994
Dapma7bEVm000201,397_1189827,-0.523467423
Dapma7bEVm000243,397_1189827,-0.600189958
Dapma7bEVm000246,397_1189827,-0.575006336
Dapma7bEVm000250,397_1189827,-0.548104198
Dapma7bEVm000253,397_1189827,-0.577251846
Dapma7bEVm000254,397_1189827,-0.572044716
Dapma7bEVm000258,397_1189827,0.513611006
Dapma7bEVm000320,397_1189827,-0.5586571
Dapma7bEVm000381,397_1189827,-0.522544332
Dapma7bEVm000390,397_1189827,-0.511345694
Dapma7bEVm000405,397_1189827,-0.54618376
Dapma7bEVm000432,397_1189827,-0.555692455
Dapma7bEVm000463,397_1189827,-0.545096079
Dapma7bEVm000112,400_058901,-0.564555586
Dapma7bEVm000243,400_058901,-0.529518556
Dapma7bEVm000246,400_058901,-0.54965626
Dapma7bEVm000250,400_058901,-0.521229533
Dapma7bEVm000253,400_058901,-0.536702691
Dapma7bEVm000254,400_058901,-0.508477109
Dapma7bEVm000405,400_058901,-0.519283719
Dapma7bEVm000432,400_058901,-0.512595555
Dapma7bEVm000112,406_0247706,-0.538483721
Dapma7bEVm000112,406_0275931,-0.519494469
Dapma7bEVm000250,410_9720177,-0.511578002
Dapma7bEVm000432,410_9720177,-0.508707505
Dapma7bEVm000007,411_0245383,-0.500697368
Dapma7bEVm000046,411_0245383,-0.552903009
Dapma7bEVm000112,411_0245383,-0.585672179
Dapma7bEVm000188,411_0245383,-0.544709472
Dapma7bEVm000195,411_0245383,-0.518351755
Dapma7bEVm000201,411_0245383,-0.518692071
Dapma7bEVm000243,411_0245383,-0.61993293
Dapma7bEVm000246,411_0245383,-0.569409083
Dapma7bEVm000250,411_0245383,-0.579048017
Dapma7bEVm000253,411_0245383,-0.571637673
Dapma7bEVm000254,411_0245383,-0.560242189
Dapma7bEVm000320,411_0245383,-0.578674935
Dapma7bEVm000381,411_0245383,-0.51210052
Dapma7bEVm000390,411_0245383,-0.545958366
Dapma7bEVm000393,411_0245383,-0.502585342
Dapma7bEVm000405,411_0245383,-0.557173817
Dapma7bEVm000432,411_0245383,-0.610477899
Dapma7bEVm000463,411_0245383,-0.547501331
Dapma7bEVm000432,412_9866158,-0.502273042
Dapma7bEVm000002,413_1226441,0.506011534
Dapma7bEVm000055,418_9429181,-0.508983625
Dapma7bEVm000243,418_9429181,-0.52848233
Dapma7bEVm000378,418_9429181,-0.502712333
Dapma7bEVm000432,418_9429181,-0.5133406
Dapma7bEVm000243,420_0401365,-0.523542977
Dapma7bEVm000243,422_9901433,-0.51547683
Dapma7bEVm000250,422_9901433,-0.529603248
Dapma7bEVm000432,422_9901433,-0.506935505
Dapma7bEVm000046,425_0400369,-0.531684749
Dapma7bEVm000112,425_0400369,-0.555895905
Dapma7bEVm000188,425_0400369,-0.521988411
Dapma7bEVm000243,425_0400369,-0.600687173
Dapma7bEVm000246,425_0400369,-0.555679831
Dapma7bEVm000250,425_0400369,-0.564494443
Dapma7bEVm000253,425_0400369,-0.549630118
Dapma7bEVm000254,425_0400369,-0.541254836
Dapma7bEVm000320,425_0400369,-0.555581845
Dapma7bEVm000381,425_0400369,-0.509727106
Dapma7bEVm000390,425_0400369,-0.519233743
Dapma7bEVm000405,425_0400369,-0.527737659
Dapma7bEVm000432,425_0400369,-0.584467984
Dapma7bEVm000463,425_0400369,-0.525497493
Dapma7bEVm000171,426_0757873,0.52556621
Dapma7bEVm000046,428_0464016,-0.516082394
Dapma7bEVm000201,428_0464016,-0.503603644
Dapma7bEVm000243,428_0464016,-0.519459847
Dapma7bEVm000246,428_0464016,-0.504703828
Dapma7bEVm000253,428_0464016,-0.588913593
Dapma7bEVm000254,428_0464016,-0.560152356
Dapma7bEVm000320,428_0464016,-0.553650462
Dapma7bEVm000390,428_0464016,-0.5008927
Dapma7bEVm000432,428_0464016,-0.515843953
Dapma7bEVm000463,428_0464016,-0.522818489
Dapma7bEVm000243,429_0930429,-0.521068614
Dapma7bEVm000254,429_0930429,-0.505683062
Dapma7bEVm000405,429_0930429,-0.517212398
Dapma7bEVm000378,434_9245323,0.507319146
Dapma7bEVm000112,437_0017034,-0.538577416
